wb_id,Term
WBGene00001750,Tepper Class I
WBGene00018732,Tepper Class I
WBGene00000952,Tepper Class I
WBGene00007044,Tepper Class I
WBGene00016785,Tepper Class I
WBGene00016828,Tepper Class I
WBGene00006975,Tepper Class I
WBGene00018590,Tepper Class I
WBGene00020892,Tepper Class I
WBGene00077684,Tepper Class I
WBGene00017959,Tepper Class I
WBGene00010518,Tepper Class I
WBGene00000282,Tepper Class I
WBGene00008967,Tepper Class I
WBGene00022675,Tepper Class I
WBGene00021531,Tepper Class I
WBGene00001178,Tepper Class I
WBGene00020341,Tepper Class I
WBGene00001644,Tepper Class I
WBGene00012144,Tepper Class I
WBGene00015261,Tepper Class I
WBGene00020157,Tepper Class I
WBGene00012605,Tepper Class I
WBGene00002107,Tepper Class I
WBGene00021134,Tepper Class I
WBGene00021873,Tepper Class I
WBGene00001955,Tepper Class I
WBGene00010879,Tepper Class I
WBGene00000204,Tepper Class I
WBGene00019022,Tepper Class I
WBGene00003173,Tepper Class I
WBGene00004751,Tepper Class I
WBGene00001404,Tepper Class I
WBGene00019286,Tepper Class I
WBGene00008052,Tepper Class I
WBGene00011534,Tepper Class I
WBGene00004321,Tepper Class I
WBGene00003729,Tepper Class I
WBGene00014262,Tepper Class I
WBGene00021527,Tepper Class I
WBGene00009835,Tepper Class I
WBGene00008031,Tepper Class I
WBGene00003676,Tepper Class I
WBGene00014194,Tepper Class I
WBGene00016255,Tepper Class I
WBGene00008592,Tepper Class I
WBGene00015887,Tepper Class I
WBGene00022185,Tepper Class I
WBGene00020960,Tepper Class I
WBGene00007397,Tepper Class I
WBGene00002113,Tepper Class I
WBGene00017572,Tepper Class I
WBGene00011830,Tepper Class I
WBGene00002262,Tepper Class I
WBGene00013458,Tepper Class I
WBGene00021947,Tepper Class I
WBGene00022563,Tepper Class I
WBGene00016006,Tepper Class I
WBGene00019663,Tepper Class I
WBGene00006794,Tepper Class I
WBGene00003969,Tepper Class I
WBGene00004927,Tepper Class I
WBGene00003584,Tepper Class I
WBGene00019204,Tepper Class I
WBGene00019656,Tepper Class I
WBGene00015879,Tepper Class I
WBGene00000115,Tepper Class I
WBGene00003179,Tepper Class I
WBGene00008844,Tepper Class I
WBGene00005303,Tepper Class I
WBGene00018060,Tepper Class I
WBGene00009877,Tepper Class I
WBGene00001158,Tepper Class I
WBGene00021516,Tepper Class I
WBGene00019748,Tepper Class I
WBGene00004364,Tepper Class I
WBGene00000057,Tepper Class I
WBGene00007057,Tepper Class I
WBGene00009816,Tepper Class I
WBGene00004987,Tepper Class I
WBGene00003235,Tepper Class I
WBGene00003876,Tepper Class I
WBGene00015551,Tepper Class I
WBGene00001559,Tepper Class I
WBGene00000660,Tepper Class I
WBGene00020805,Tepper Class I
WBGene00000198,Tepper Class I
WBGene00012548,Tepper Class I
WBGene00016514,Tepper Class I
WBGene00008270,Tepper Class I
WBGene00017841,Tepper Class I
WBGene00016768,Tepper Class I
WBGene00017618,Tepper Class I
WBGene00138714,Tepper Class I
WBGene00004279,Tepper Class I
WBGene00005844,Tepper Class I
WBGene00006780,Tepper Class I
WBGene00022744,Tepper Class I
WBGene00011554,Tepper Class I
WBGene00015117,Tepper Class I
WBGene00004382,Tepper Class I
WBGene00006254,Tepper Class I
WBGene00003404,Tepper Class I
WBGene00017200,Tepper Class I
WBGene00015433,Tepper Class I
WBGene00013366,Tepper Class I
WBGene00018568,Tepper Class I
WBGene00044792,Tepper Class I
WBGene00009572,Tepper Class I
WBGene00008681,Tepper Class I
WBGene00003907,Tepper Class I
WBGene00009809,Tepper Class I
WBGene00019368,Tepper Class I
WBGene00008370,Tepper Class I
WBGene00020950,Tepper Class I
WBGene00016516,Tepper Class I
WBGene00000726,Tepper Class I
WBGene00011335,Tepper Class I
WBGene00000614,Tepper Class I
WBGene00004990,Tepper Class I
WBGene00020275,Tepper Class I
WBGene00007466,Tepper Class I
WBGene00008037,Tepper Class I
WBGene00001464,Tepper Class I
WBGene00009119,Tepper Class I
WBGene00011313,Tepper Class I
WBGene00015293,Tepper Class I
WBGene00022825,Tepper Class I
WBGene00006066,Tepper Class I
WBGene00015510,Tepper Class I
WBGene00012813,Tepper Class I
WBGene00012759,Tepper Class I
WBGene00011577,Tepper Class I
WBGene00017610,Tepper Class I
WBGene00018263,Tepper Class I
WBGene00017836,Tepper Class I
WBGene00002239,Tepper Class I
WBGene00007898,Tepper Class I
WBGene00022391,Tepper Class I
WBGene00010117,Tepper Class I
WBGene00007986,Tepper Class I
WBGene00010507,Tepper Class I
WBGene00000063,Tepper Class I
WBGene00006863,Tepper Class I
WBGene00021921,Tepper Class I
WBGene00001560,Tepper Class I
WBGene00021942,Tepper Class I
WBGene00011551,Tepper Class I
WBGene00016630,Tepper Class I
WBGene00018861,Tepper Class I
WBGene00001398,Tepper Class I
WBGene00009895,Tepper Class I
WBGene00001588,Tepper Class I
WBGene00009528,Tepper Class I
WBGene00022324,Tepper Class I
WBGene00006419,Tepper Class I
WBGene00009632,Tepper Class I
WBGene00001899,Tepper Class I
WBGene00008825,Tepper Class I
WBGene00013295,Tepper Class I
WBGene00019652,Tepper Class I
WBGene00000641,Tepper Class I
WBGene00018614,Tepper Class I
WBGene00018284,Tepper Class I
WBGene00007339,Tepper Class I
WBGene00009358,Tepper Class I
WBGene00014259,Tepper Class I
WBGene00019160,Tepper Class I
WBGene00021731,Tepper Class I
WBGene00021457,Tepper Class I
WBGene00020142,Tepper Class I
WBGene00012686,Tepper Class I
WBGene00011580,Tepper Class I
WBGene00016934,Tepper Class I
WBGene00000667,Tepper Class I
WBGene00021593,Tepper Class I
WBGene00008747,Tepper Class I
WBGene00015753,Tepper Class I
WBGene00044347,Tepper Class I
WBGene00012589,Tepper Class I
WBGene00000693,Tepper Class I
WBGene00018434,Tepper Class I
WBGene00022202,Tepper Class I
WBGene00012594,Tepper Class I
WBGene00015735,Tepper Class I
WBGene00000170,Tepper Class I
WBGene00006509,Tepper Class I
WBGene00012439,Tepper Class I
WBGene00002016,Tepper Class I
WBGene00015866,Tepper Class I
WBGene00017489,Tepper Class I
WBGene00077762,Tepper Class I
WBGene00017663,Tepper Class I
WBGene00020143,Tepper Class I
WBGene00015788,Tepper Class I
WBGene00010936,Tepper Class I
WBGene00000879,Tepper Class I
WBGene00012606,Tepper Class I
WBGene00000951,Tepper Class I
WBGene00017529,Tepper Class I
WBGene00003444,Tepper Class I
WBGene00019375,Tepper Class I
WBGene00004083,Tepper Class I
WBGene00008895,Tepper Class I
WBGene00014096,Tepper Class I
WBGene00008986,Tepper Class I
WBGene00015253,Tepper Class I
WBGene00008334,Tepper Class I
WBGene00010868,Tepper Class I
WBGene00020025,Tepper Class I
WBGene00015748,Tepper Class I
WBGene00018579,Tepper Class I
WBGene00044087,Tepper Class I
WBGene00007285,Tepper Class I
WBGene00019263,Tepper Class I
WBGene00003464,Tepper Class I
WBGene00007937,Tepper Class I
WBGene00020137,Tepper Class I
WBGene00018465,Tepper Class I
WBGene00000822,Tepper Class I
WBGene00003688,Tepper Class I
WBGene00017936,Tepper Class I
WBGene00010809,Tepper Class I
WBGene00018113,Tepper Class I
WBGene00010667,Tepper Class I
WBGene00020149,Tepper Class I
WBGene00020226,Tepper Class I
WBGene00016092,Tepper Class I
WBGene00021253,Tepper Class I
WBGene00008985,Tepper Class I
WBGene00008889,Tepper Class I
WBGene00012035,Tepper Class I
WBGene00009662,Tepper Class I
WBGene00010653,Tepper Class I
WBGene00086563,Tepper Class I
WBGene00018610,Tepper Class I
WBGene00012512,Tepper Class I
WBGene00009380,Tepper Class I
WBGene00008626,Tepper Class I
WBGene00017671,Tepper Class I
WBGene00008239,Tepper Class I
WBGene00021969,Tepper Class I
WBGene00022328,Tepper Class I
WBGene00010411,Tepper Class I
WBGene00003685,Tepper Class I
WBGene00011436,Tepper Class I
WBGene00020406,Tepper Class I
WBGene00001065,Tepper Class I
WBGene00009386,Tepper Class I
WBGene00009085,Tepper Class I
WBGene00007405,Tepper Class I
WBGene00000593,Tepper Class I
WBGene00017013,Tepper Class I
WBGene00006424,Tepper Class I
WBGene00018406,Tepper Class I
WBGene00011186,Tepper Class I
WBGene00001888,Tepper Class I
WBGene00008435,Tepper Class I
WBGene00011817,Tepper Class I
WBGene00022274,Tepper Class I
WBGene00008842,Tepper Class I
WBGene00017257,Tepper Class I
WBGene00016509,Tepper Class I
WBGene00017865,Tepper Class I
WBGene00015376,Tepper Class I
WBGene00022325,Tepper Class I
WBGene00008233,Tepper Class I
WBGene00016556,Tepper Class I
WBGene00006527,Tepper Class I
WBGene00016178,Tepper Class I
WBGene00011680,Tepper Class I
WBGene00017350,Tepper Class I
WBGene00019846,Tepper Class I
WBGene00016207,Tepper Class I
WBGene00019844,Tepper Class I
WBGene00003000,Tepper Class I
WBGene00020335,Tepper Class I
WBGene00009790,Tepper Class I
WBGene00003569,Tepper Class I
WBGene00021340,Tepper Class I
WBGene00010890,Tepper Class I
WBGene00004317,Tepper Class I
WBGene00019568,Tepper Class I
WBGene00008796,Tepper Class I
WBGene00006368,Tepper Class I
WBGene00020076,Tepper Class I
WBGene00019514,Tepper Class I
WBGene00021576,Tepper Class I
WBGene00011732,Tepper Class I
WBGene00010095,Tepper Class I
WBGene00010736,Tepper Class I
WBGene00013784,Tepper Class I
WBGene00022285,Tepper Class I
WBGene00008315,Tepper Class I
WBGene00015381,Tepper Class I
WBGene00005228,Tepper Class I
WBGene00007963,Tepper Class I
WBGene00016389,Tepper Class I
WBGene00016212,Tepper Class I
WBGene00020385,Tepper Class I
WBGene00003468,Tepper Class I
WBGene00000068,Tepper Class I
WBGene00010525,Tepper Class I
WBGene00019450,Tepper Class I
WBGene00007295,Tepper Class I
WBGene00020597,Tepper Class I
WBGene00019964,Tepper Class I
WBGene00015179,Tepper Class I
WBGene00019091,Tepper Class I
WBGene00021428,Tepper Class I
WBGene00000714,Tepper Class I
WBGene00015951,Tepper Class I
WBGene00015088,Tepper Class I
WBGene00000069,Tepper Class I
WBGene00016858,Tepper Class I
WBGene00022656,Tepper Class I
WBGene00019653,Tepper Class I
WBGene00045387,Tepper Class I
WBGene00011726,Tepper Class I
WBGene00004485,Tepper Class I
WBGene00001152,Tepper Class I
WBGene00005148,Tepper Class I
WBGene00010970,Tepper Class I
WBGene00005019,Tepper Class II
WBGene00021334,Tepper Class II
WBGene00004152,Tepper Class II
WBGene00016998,Tepper Class II
WBGene00003825,Tepper Class II
WBGene00010822,Tepper Class II
WBGene00002225,Tepper Class II
WBGene00019608,Tepper Class II
WBGene00021109,Tepper Class II
WBGene00020883,Tepper Class II
WBGene00019933,Tepper Class II
WBGene00009907,Tepper Class II
WBGene00018017,Tepper Class II
WBGene00008221,Tepper Class II
WBGene00012591,Tepper Class II
WBGene00010496,Tepper Class II
WBGene00016140,Tepper Class II
WBGene00016663,Tepper Class II
WBGene00017732,Tepper Class II
WBGene00003158,Tepper Class II
WBGene00016335,Tepper Class II
WBGene00000211,Tepper Class II
WBGene00016844,Tepper Class II
WBGene00013192,Tepper Class II
WBGene00011839,Tepper Class II
WBGene00011622,Tepper Class II
WBGene00010636,Tepper Class II
WBGene00006405,Tepper Class II
WBGene00004461,Tepper Class II
WBGene00015308,Tepper Class II
WBGene00000101,Tepper Class II
WBGene00006734,Tepper Class II
WBGene00021352,Tepper Class II
WBGene00015894,Tepper Class II
WBGene00003635,Tepper Class II
WBGene00004879,Tepper Class II
WBGene00007366,Tepper Class II
WBGene00004201,Tepper Class II
WBGene00021015,Tepper Class II
WBGene00018169,Tepper Class II
WBGene00005467,Tepper Class II
WBGene00002249,Tepper Class II
WBGene00013710,Tepper Class II
WBGene00015912,Tepper Class II
WBGene00007112,Tepper Class II
WBGene00009922,Tepper Class II
WBGene00004753,Tepper Class II
WBGene00021427,Tepper Class II
WBGene00011488,Tepper Class II
WBGene00021830,Tepper Class II
WBGene00009116,Tepper Class II
WBGene00008514,Tepper Class II
WBGene00016408,Tepper Class II
WBGene00003014,Tepper Class II
WBGene00019148,Tepper Class II
WBGene00016701,Tepper Class II
WBGene00007258,Tepper Class II
WBGene00022110,Tepper Class II
WBGene00003953,Tepper Class II
WBGene00013441,Tepper Class II
WBGene00003561,Tepper Class II
WBGene00018156,Tepper Class II
WBGene00021141,Tepper Class II
WBGene00001056,Tepper Class II
WBGene00009685,Tepper Class II
WBGene00010044,Tepper Class II
WBGene00022232,Tepper Class II
WBGene00012259,Tepper Class II
WBGene00015229,Tepper Class II
WBGene00001596,Tepper Class II
WBGene00015034,Tepper Class II
WBGene00019998,Tepper Class II
WBGene00003020,Tepper Class II
WBGene00005291,Tepper Class II
WBGene00014119,Tepper Class II
WBGene00011962,Tepper Class II
WBGene00010953,Tepper Class II
WBGene00001568,Tepper Class II
WBGene00000939,Tepper Class II
WBGene00015025,Tepper Class II
WBGene00007393,Tepper Class II
WBGene00015091,Tepper Class II
WBGene00010136,Tepper Class II
WBGene00013956,Tepper Class II
WBGene00013653,Tepper Class II
WBGene00011122,Tepper Class II
WBGene00010616,Tepper Class II
WBGene00019940,Tepper Class II
WBGene00013092,Tepper Class II
WBGene00001031,Tepper Class II
WBGene00015702,Tepper Class II
WBGene00019984,Tepper Class II
WBGene00003507,Tepper Class II
WBGene00008776,Tepper Class II
WBGene00008677,Tepper Class II
WBGene00022375,Tepper Class II
WBGene00004958,Tepper Class II
WBGene00003154,Tepper Class II
WBGene00044638,Tepper Class II
WBGene00006726,Tepper Class II
WBGene00006645,Tepper Class II
WBGene00008422,Tepper Class II
WBGene00008878,Tepper Class II
WBGene00012337,Tepper Class II
WBGene00021520,Tepper Class II
WBGene00009373,Tepper Class II
WBGene00004297,Tepper Class II
WBGene00019791,Tepper Class II
WBGene00011773,Tepper Class II
WBGene00012546,Tepper Class II
WBGene00018025,Tepper Class II
WBGene00019931,Tepper Class II
WBGene00000746,Tepper Class II
WBGene00016731,Tepper Class II
WBGene00015146,Tepper Class II
WBGene00009501,Tepper Class II
WBGene00013234,Tepper Class II
WBGene00000430,Tepper Class II
WBGene00004775,Tepper Class II
WBGene00020326,Tepper Class II
WBGene00015362,Tepper Class II
WBGene00012633,Tepper Class II
WBGene00009691,Tepper Class II
WBGene00008553,Tepper Class II
WBGene00010638,Tepper Class II
WBGene00021248,Tepper Class II
WBGene00007918,Tepper Class II
WBGene00045050,Tepper Class II
WBGene00007186,Tepper Class II
WBGene00000264,Tepper Class II
WBGene00021499,Tepper Class II
WBGene00014124,Tepper Class II
WBGene00001395,Tepper Class II
WBGene00016325,Tepper Class II
WBGene00016874,Tepper Class II
WBGene00002046,Tepper Class II
WBGene00016189,Tepper Class II
WBGene00001817,Tepper Class II
WBGene00020456,Tepper Class II
WBGene00020717,Tepper Class II
WBGene00008387,Tepper Class II
WBGene00007274,Tepper Class II
WBGene00013394,Tepper Class II
WBGene00010645,Tepper Class II
WBGene00021317,Tepper Class II
WBGene00019640,Tepper Class II
WBGene00018417,Tepper Class II
WBGene00044321,Tepper Class II
WBGene00011917,Tepper Class II
WBGene00007042,Tepper Class II
WBGene00018897,Tepper Class II
WBGene00008385,Tepper Class II
WBGene00044099,Tepper Class II
WBGene00006739,Tepper Class II
WBGene00010325,Tepper Class II
WBGene00010340,Tepper Class II
WBGene00012260,Tepper Class II
WBGene00008499,Tepper Class II
WBGene00003520,Tepper Class II
WBGene00010684,Tepper Class II
WBGene00008877,Tepper Class II
WBGene00006438,Tepper Class II
WBGene00005484,Tepper Class II
WBGene00010061,Tepper Class II
WBGene00012151,Tepper Class II
WBGene00019307,Tepper Class II
WBGene00043537,Tepper Class II
WBGene00010960,Tepper Class II
WBGene00002169,Tepper Class II
WBGene00017584,Tepper Class II
WBGene00017001,Tepper Class II
WBGene00013932,Tepper Class II
WBGene00003982,Tepper Class II
WBGene00005150,Tepper Class II
WBGene00010657,Tepper Class II
WBGene00020346,Tepper Class II
WBGene00016154,Tepper Class II
WBGene00018853,Tepper Class II
WBGene00017308,Tepper Class II
WBGene00018950,Tepper Class II
WBGene00010621,Tepper Class II
WBGene00008411,Tepper Class II
WBGene00007443,Tepper Class II
WBGene00021537,Tepper Class II
WBGene00003586,Tepper Class II
WBGene00017275,Tepper Class II
WBGene00012471,Tepper Class II
WBGene00018512,Tepper Class II
WBGene00007627,Tepper Class II
WBGene00044107,Tepper Class II
WBGene00002080,Tepper Class II
WBGene00015007,Tepper Class II
WBGene00012253,Tepper Class II
WBGene00010989,Tepper Class II
WBGene00004217,Tepper Class II
WBGene00021187,Tepper Class II
WBGene00023503,Tepper Class II
WBGene00043985,Tepper Class II
WBGene00007871,Tepper Class II
WBGene00007874,Tepper Class II
WBGene00020207,Tepper Class II
WBGene00015582,Tepper Class II
WBGene00011376,Tepper Class II
WBGene00002024,Tepper Class II
WBGene00014999,Tepper Class II
WBGene00021470,Tepper Class II
WBGene00013559,Tepper Class II
WBGene00001263,Tepper Class II
WBGene00011638,Tepper Class II
WBGene00022044,Tepper Class II
WBGene00011348,Tepper Class II
WBGene00015156,Tepper Class II
WBGene00045498,Tepper Class II
WBGene00001776,Tepper Class II
WBGene00007412,Tepper Class II
WBGene00009347,Tepper Class II
WBGene00020311,Tepper Class II
WBGene00015206,Tepper Class II
WBGene00021294,Tepper Class II
WBGene00016621,Tepper Class II
WBGene00011034,Tepper Class II
WBGene00006442,Tepper Class II
WBGene00016421,Tepper Class II
WBGene00018371,Tepper Class II
WBGene00004493,Tepper Class II
WBGene00022689,Tepper Class II
WBGene00019762,Tepper Class II
WBGene00008646,Tepper Class II
WBGene00008486,Tepper Class II
WBGene00009885,Tepper Class II
WBGene00000386,Tepper Class II
WBGene00014042,Tepper Class II
WBGene00016958,Tepper Class II
WBGene00018009,Tepper Class II
WBGene00017096,Tepper Class II
WBGene00011415,Tepper Class II
WBGene00017066,Tepper Class II
WBGene00050892,Tepper Class II
WBGene00009758,Tepper Class II
WBGene00006382,Tepper Class II
WBGene00000426,Tepper Class II
WBGene00015815,Tepper Class II
WBGene00007315,Tepper Class II
WBGene00008789,Tepper Class II
WBGene00017782,Tepper Class II
WBGene00008932,Tepper Class II
WBGene00010361,Tepper Class II
WBGene00007429,Tepper Class II
WBGene00002007,Tepper Class II
WBGene00013695,Tepper Class II
WBGene00010421,Tepper Class II
WBGene00004245,Tepper Class II
WBGene00021589,Tepper Class II
WBGene00018498,Tepper Class II
WBGene00020422,Tepper Class II
WBGene00012922,Tepper Class II
WBGene00013740,Tepper Class II
WBGene00021828,Tepper Class II
WBGene00009966,Tepper Class II
WBGene00016766,Tepper Class II
WBGene00022792,Tepper Class II
WBGene00013024,Tepper Class II
WBGene00006510,Tepper Class II
WBGene00016157,Tepper Class II
WBGene00008561,Tepper Class II
WBGene00006061,Tepper Class II
WBGene00004312,Tepper Class II
WBGene00009485,Tepper Class II
WBGene00017226,Tepper Class II
WBGene00000514,Tepper Class II
WBGene00019058,Tepper Class II
WBGene00015211,Tepper Class II
WBGene00013436,Tepper Class II
WBGene00009203,Tepper Class II
WBGene00010234,Tepper Class II
WBGene00019788,Tepper Class II
WBGene00001497,Tepper Class II
WBGene00015860,Tepper Class II
WBGene00012029,Tepper Class II
WBGene00009448,Tepper Class II
WBGene00020205,Tepper Class II
WBGene00010231,Tepper Class II
WBGene00017102,Tepper Class II
WBGene00001099,Tepper Class II
WBGene00011808,Tepper Class II
WBGene00013383,Tepper Class II
WBGene00005521,Tepper Class II
WBGene00010560,Tepper Class II
WBGene00017998,Tepper Class II
WBGene00009352,Tepper Class II
WBGene00003230,Tepper Class II
WBGene00016303,Tepper Class II
WBGene00016249,Tepper Class II
WBGene00014141,Tepper Class II
WBGene00006618,Tepper Class II
WBGene00007677,Tepper Class II
WBGene00011972,Tepper Class II
WBGene00017816,Tepper Class II
WBGene00003800,Tepper Class II
WBGene00006473,Tepper Class II
WBGene00015369,Tepper Class II
WBGene00001028,Tepper Class II
WBGene00009588,Tepper Class II
WBGene00009285,Tepper Class II
WBGene00022046,Tepper Class II
WBGene00006976,Tepper Class II
WBGene00010500,Tepper Class II
WBGene00001832,Tepper Class II
WBGene00004166,Tepper Class II
WBGene00006492,Tepper Class II
WBGene00004243,Tepper Class II
WBGene00000236,Tepper Class II
WBGene00008131,Tepper Class II
WBGene00007740,Tepper Class II
WBGene00020007,Tepper Class II
WBGene00044283,Tepper Class II
WBGene00000767,Tepper Class II
WBGene00019659,Tepper Class II
WBGene00020701,Tepper Class II
WBGene00016534,Tepper Class II
WBGene00015905,Tepper Class II
WBGene00010540,Tepper Class II
WBGene00003157,Tepper Class II
WBGene00022754,Tepper Class II
WBGene00012341,Tepper Class II
WBGene00015853,Tepper Class II
WBGene00000095,Tepper Class II
WBGene00009595,Tepper Class II
WBGene00009141,Tepper Class II
WBGene00017286,Tepper Class II
WBGene00007248,Tepper Class II
WBGene00017339,Tepper Class II
WBGene00002223,Tepper Class II
WBGene00011229,Tepper Class II
WBGene00008774,Tepper Class II
WBGene00020678,Tepper Class II
WBGene00021558,Tepper Class II
WBGene00003495,Tepper Class II
WBGene00019729,Tepper Class II
WBGene00013073,Tepper Class II
WBGene00005023,Tepper Class II
WBGene00005012,Tepper Class II
WBGene00009634,Tepper Class II
WBGene00000871,Tepper Class II
WBGene00017705,Tepper Class II
WBGene00020453,Tepper Class II
WBGene00006784,Tepper Class II
WBGene00011916,Tepper Class II
WBGene00008400,Tepper Class II
WBGene00011340,Tepper Class II
WBGene00019766,Tepper Class II
WBGene00000500,Tepper Class II
WBGene00007538,Tepper Class II
WBGene00000254,Tepper Class II
WBGene00019157,Tepper Class II
WBGene00008669,Tepper Class II
WBGene00003400,Tepper Class II
WBGene00008366,Tepper Class II
WBGene00023409,Tepper Class II
WBGene00008107,Tepper Class II
WBGene00013360,Tepper Class II
WBGene00008852,Tepper Class II
WBGene00021193,Tepper Class II
WBGene00001600,Tepper Class II
WBGene00003413,Tepper Class II
WBGene00019076,Tepper Class II
WBGene00003090,Tepper Class II
WBGene00022880,Tepper Class II
WBGene00007742,Tepper Class II
WBGene00004006,Tepper Class II
WBGene00018166,Tepper Class II
WBGene00006911,Tepper Class II
WBGene00004180,Tepper Class II
WBGene00013698,Tepper Class II
WBGene00000122,Tepper Class II
WBGene00043707,Tepper Class II
WBGene00015881,Tepper Class II
WBGene00018925,Tepper Class II
WBGene00013438,Tepper Class II
WBGene00013233,Tepper Class II
WBGene00000262,Tepper Class II
WBGene00077490,Tepper Class II
WBGene00016737,Tepper Class II
WBGene00001230,Tepper Class II
WBGene00045479,Tepper Class II
WBGene00022752,Tepper Class II
WBGene00045490,Tepper Class II
WBGene00017452,Tepper Class II
WBGene00020507,Tepper Class II
WBGene00011036,Tepper Class II
WBGene00011747,Tepper Class II
WBGene00007282,Tepper Class II
WBGene00003522,Tepper Class II
WBGene00009985,Tepper Class II
WBGene00014223,Tepper Class II
WBGene00020120,Tepper Class II
WBGene00001584,Tepper Class II
WBGene00012231,Tepper Class II
WBGene00019658,Tepper Class II
WBGene00006586,Tepper Class II
WBGene00012450,Tepper Class II
WBGene00009179,Tepper Class II
WBGene00015023,Tepper Class II
WBGene00000213,Tepper Class II
WBGene00006718,Tepper Class II
WBGene00009012,Tepper Class II
WBGene00003707,Tepper Class II
WBGene00043156,Tepper Class II
WBGene00015128,Tepper Class II
WBGene00004221,Tepper Class II
WBGene00008923,Tepper Class II
WBGene00019433,Tepper Class II
WBGene00009744,Tepper Class II
WBGene00016420,Tepper Class II
WBGene00021464,Tepper Class II
WBGene00009943,Tepper Class II
WBGene00006977,Tepper Class II
WBGene00004024,Tepper Class II
WBGene00006844,Tepper Class II
WBGene00006740,Tepper Class II
WBGene00009701,Tepper Class II
WBGene00015011,Tepper Class II
WBGene00009535,Tepper Class II
WBGene00012138,Tepper Class II
WBGene00012916,Tepper Class II
WBGene00015382,Tepper Class II
WBGene00004416,Tepper Class II
WBGene00008069,Tepper Class II
WBGene00017216,Tepper Class II
WBGene00010284,Tepper Class II
WBGene00017642,Tepper Class II
WBGene00017345,Tepper Class II
WBGene00005762,Tepper Class II
WBGene00003601,Tepper Class II
WBGene00010629,Tepper Class II
WBGene00019757,Tepper Class II
WBGene00015310,Tepper Class II
WBGene00012106,Tepper Class II
WBGene00012013,Tepper Class II
WBGene00018045,Tepper Class II
WBGene00020935,Tepper Class II
WBGene00017546,Tepper Class II
WBGene00020054,Tepper Class II
WBGene00003518,Tepper Class II
WBGene00013566,Tepper Class II
WBGene00010353,Tepper Class II
WBGene00009207,Tepper Class II
WBGene00016387,Tepper Class II
WBGene00003934,Tepper Class II
WBGene00003095,Tepper Class II
WBGene00008674,Tepper Class II
WBGene00021930,Tepper Class II
WBGene00019712,Tepper Class II
WBGene00006856,Tepper Class II
WBGene00003009,Tepper Class II
WBGene00008117,Tepper Class II
WBGene00019062,Tepper Class II
WBGene00010569,Tepper Class II
WBGene00008768,Tepper Class II
WBGene00001027,Tepper Class II
WBGene00004110,Tepper Class II
WBGene00015469,Tepper Class II
WBGene00012933,Tepper Class II
WBGene00018964,Tepper Class II
WBGene00017098,Tepper Class II
WBGene00018895,Tepper Class II
WBGene00015021,Tepper Class II
WBGene00020348,Tepper Class II
WBGene00021354,Tepper Class II
WBGene00014063,Tepper Class II
WBGene00007609,Tepper Class II
WBGene00008528,Tepper Class II
WBGene00010619,Tepper Class II
WBGene00012123,Tepper Class II
WBGene00022031,Tepper Class II
WBGene00005662,Tepper Class II
WBGene00018430,Tepper Class II
WBGene00017448,Tepper Class II
WBGene00010641,Tepper Class II
WBGene00011759,Tepper Class II
WBGene00020156,Tepper Class II
WBGene00020982,Tepper Class II
WBGene00001102,Tepper Class II
WBGene00013336,Tepper Class II
WBGene00020223,Tepper Class II
WBGene00000409,Tepper Class II
WBGene00008694,Tepper Class II
WBGene00001860,Tepper Class II
WBGene00011375,Tepper Class II
WBGene00001785,Tepper Class II
WBGene00017499,Tepper Class II
WBGene00011929,Tepper Class II
WBGene00012213,Tepper Class II
WBGene00015233,Tepper Class II
WBGene00012947,Tepper Class II
WBGene00008084,Tepper Class II
WBGene00044636,Tepper Class II
WBGene00005002,Tepper Class II
WBGene00006607,Tepper Class II
WBGene00021660,Tepper Class II
WBGene00009069,Tepper Class II
WBGene00011366,Tepper Class II
WBGene00004337,Tepper Class II
WBGene00009477,Tepper Class II
WBGene00007545,Tepper Class II
WBGene00013652,Tepper Class II
WBGene00012824,Tepper Class II
WBGene00016450,Tepper Class II
WBGene00009128,Tepper Class II
WBGene00007087,Tepper Class II
WBGene00017680,Tepper Class II
WBGene00001005,Tepper Class II
WBGene00001393,Tepper Class II
WBGene00019902,Tepper Class II
WBGene00016607,Tepper Class II
WBGene00007043,Tepper Class II
WBGene00017829,Tepper Class II
WBGene00017799,Tepper Class II
WBGene00018930,Tepper Class II
WBGene00005826,Tepper Class II
WBGene00044332,Tepper Class II
WBGene00017105,Tepper Class II
WBGene00008664,Tepper Class II
WBGene00006933,Tepper Class II
WBGene00017300,Tepper Class II
WBGene00010328,Tepper Class II
WBGene00008924,Tepper Class II
WBGene00021766,Tepper Class II
WBGene00020919,Tepper Class II
WBGene00009980,Tepper Class II
WBGene00009925,Tepper Class II
WBGene00008781,Tepper Class II
WBGene00009239,Tepper Class II
WBGene00001877,Tepper Class II
WBGene00044315,Tepper Class II
WBGene00020383,Tepper Class II
WBGene00010850,Tepper Class II
WBGene00001523,Tepper Class II
WBGene00013608,Tepper Class II
WBGene00004013,Tepper Class II
WBGene00011230,Tepper Class II
WBGene00002071,Tepper Class II
WBGene00023423,Tepper Class II
WBGene00013038,Tepper Class II
WBGene00016282,Tepper Class II
WBGene00007683,Tepper Class II
WBGene00000854,Tepper Class II
WBGene00018978,Tepper Class II
WBGene00016261,Tepper Class II
WBGene00019089,Tepper Class II
WBGene00021742,Tepper Class II
